ID,Nword,Nsent,register,Nsent2,Bepp,Getpp,Nbepp,Ngetpp,Bepp-by,Getpp-by,NBepp-by,NGetpp-by
W831244,231,8,Written,8,"['E-Pao.net is not responsible for @ @ @ @ @ @ @ @ @ @ Comments posted by users in this discussion thread and other parts of this site are opinions of the individuals posting them ( whose user ID is displayed alongside ) and not the views of e-pao.net.', 'We strongly recommend that users exercise responsibility, sensitivity and caution over language while writing your opinions which will be seen and read by other users.']",[],2,0,"['E-Pao.net is not responsible for @ @ @ @ @ @ @ @ @ @ Comments posted by users in this discussion thread and other parts of this site are opinions of the individuals posting them ( whose user ID is displayed alongside ) and not the views of e-pao.net.', 'We strongly recommend that users exercise responsibility, sensitivity and caution over language while writing your opinions which will be seen and read by other users.']",[],2,0
W841240,676,31,Written,31,"['He added that this condensate was a light hydrocarbon - similar to petrol - and was expected to dissipate naturally, either evaporating due to warmer weather or through wave action.', 'Another, more expensive option also being pursued is to dig two relief wells to the source of the gas at 4,000 metres depth, far below the sea bed.', ""Total 's share prices have dropped by 6.5 per cent since the leak was reported last week, knocking billions of pounds off its value."", ""Fire-fighters and engineers working for the Houston-based company are experts at disasters such as oil rig explosions and have been dubbed ' Hellfighters ' by Hollywood."", ""He said: ' When the first alarm was sounded, we had the helicopter on-scene within one hour.  '""]",[],5,0,"[""Total 's share prices have dropped by 6.5 per cent since the leak was reported last week, knocking billions of pounds off its value."", ""Fire-fighters and engineers working for the Houston-based company are experts at disasters such as oil rig explosions and have been dubbed ' Hellfighters ' by Hollywood.""]",[],2,0
W841241,787,35,Written,35,"['It was designed to deceive the Germans about every aspect of the preparations for D-Day.', 'An order to move the formidable 1st Panzer Division there was rescinded specifically because Garbo, in his florid"" rococo"" despatches, warned that Normandy would be a diversion.', 'In April 1944, Jebsen was kidnapped in Lisbon and spirited to Berlin.', 'He was taken to the Gestapo prison.']",[],4,0,[],[],0,0
W841242,596,22,Written,22,"['The Met referred eight new cases to the police watchdog as part of a hasty review, which was ordered after a recording emerged of an officer calling a 21-year-old black man a"" nigger"" as he was being arrested after last summer \'s riots.', 'Three have been suspended.', 'Two police officers have been suspended;"" We \'re just glad that what we have seen for a long time has come out,"" Estelle du Boulay, the director of the Newham Monitoring Project, told The Independent last night.""']",[],3,0,[],[],0,0
W841243,486,25,Written,25,"['Jahan, 46, told Birmingham Crown Court he acted in self defence and was cleared of causing GBH with intent.', 'Jahan was given a 12-month sentence suspended for @ @ @ @ @ @ @ @ @ @ hours unpaid service and to pay?', 'Headbutting claim  Mr Ali, 34, had been standing by the roadside speaking to the van driver and mouthed something aggressively to Jahan, who was accompanied by his wife.', 'Mr Ali \'s jaw was fractured in two places and he @ @ @ @ @ @ @ @ @ @ said Jahan must have used"" moderate to severe"" force to inflict those injuries.', 'All three were declared dead in hospital and hailed as heroes who died protecting homes and shops from looters.']",[],5,0,"['Headbutting claim  Mr Ali, 34, had been standing by the roadside speaking to the van driver and mouthed something aggressively to Jahan, who was accompanied by his wife.']",[],1,0
W841244,149,6,Written,6,"["" A huge rock carving in memory of Kim Il-sung, the father of North Korea, has been unveiled, as the impoverished country prepared a lavish celebration of this month 's 100th anniversary of his birth.""]",[],1,0,[],[],0,0
W851240,844,41,Written,41,"[""Yet, when Levi 's discovered that a large proportion of women were unsatisfied with how jeans fitted ( or rather did n't fit ) their all-important derri?"", ""re, they quickly responded with the Levi 's EVA range that was designed especially for ladies with a few more curves."", 'Though many of the famous brands may not be necessities or items that guarantee our physical well-being; they still are cherished and loved throughout the world.']",[],3,0,[],[],0,0
W851241,896,49,Written,49,"['The girl recovered in hospital and was discharged four days later.', 'In January a 15-year-old Gauteng schoolgirl was harassed by four fellow pupils.', 'It is alleged they mocked her, called her fat and threw diet pills at her.', ""The assault was filmed by another pupil, allegedly at the attacker 's @ @ @ @ @ @ @ @ @ @ back at school a week later."", 'The mother of the victim, who may not be named, filed a complaint of assault with the police.', 'In the Durban incident, the list was started earlier this year by an anonymous person who, using the BBM service, gave the names and details of 10 teenage girls from Wentworth.', 'As the list went viral and was passed from one user to the next, more names were added to it.""', 'Commenting on the Gauteng incident, Izabella Little-Gates, an internationally published author and parenting @ @ @ @ @ @ @ @ @ @ that is escalating and should be taken seriously.""', 'It has to be addressed, and parents must discuss it with their children.""', 'A study on cyber aggression was carried out among young people in four provinces by the Centre for Justice and Crime Prevention in 2009.', 'According to the survey findings, nearly 70 percent of those who had bullied others by SMS had themselves been bullied.', ""Gaga 's foundation is expected to include specific outreach to young lesbians and gays."", 'She knew there was"" no one answer"" or single law that could be passed to stop bullying and hatred or to mandate acceptance, Gaga said.""', 'I wish there was because, you know, I would be chained naked to a fence to try to get one passed.""']",[],14,0,"['In January a 15-year-old Gauteng schoolgirl was harassed by four fellow pupils.', ""The assault was filmed by another pupil, allegedly at the attacker 's @ @ @ @ @ @ @ @ @ @ back at school a week later."", 'In the Durban incident, the list was started earlier this year by an anonymous person who, using the BBM service, gave the names and details of 10 teenage girls from Wentworth.', 'A study on cyber aggression was carried out among young people in four provinces by the Centre for Justice and Crime Prevention in 2009.', 'According to the survey findings, nearly 70 percent of those who had bullied others by SMS had themselves been bullied.']",[],5,0
W851242,758,36,Written,36,"[' Latecomer pupils locked out of school  INLSALOCKED OUT: Pupils of Orient Islamic School gather outside the schools gates after they were denied access for arriving late.', ""Picture: Sbonelo Ngcobo  The new school term started badly for some pupils at Durban 's Orient Islamic School on Tuesday -- they were locked out for arriving minutes after the bell had sounded."", 'Their parents were left fuming after they were forced to return to the Centenary Road school to pick up their children, but school authorities defended the move, saying parents had been warned of the new lockout policy.', 'Padia said that when she arrived at the school, she found that about 50 children were clustered at the entrance.', 'The children were not being allowed inside the premises and were standing around, not knowing what to do, she said.', 'What if she was kidnapped or robbed?""', '@ @ @ @ @ @ @ @ @ @ be locked out or turned away from school.', 'Having observed an increase in the incidence of latecoming during the first term, the school notified parents at the end of the term that, as from April 10 this year, a lockout policy would be implemented for all latecomers,"" he said.""', 'Parents were reminded about this policy via SMS on Monday, April 9.""', 'Ansur said about 30 pupils were locked out for arriving after 7.30am, with several taken back home by their parents.', 'Those pupils who were left by their parents, he said, were at the school gates, which were manned by the school \'s security personnel, whose task it was to ensure the safety of the pupils.""', 'Verified email addresses: All users on Independent Media news sites are now required to have a verified email address before being allowed to comment on articles.']",[],12,0,"['Ansur said about 30 pupils were locked out for arriving after 7.30am, with several taken back home by their parents.', 'Those pupils who were left by their parents, he said, were at the school gates, which were manned by the school \'s security personnel, whose task it was to ensure the safety of the pupils.""']",[],2,0
W851243,1665,78,Written,78,"['He was bored.', 'By the end of last @ @ @ @ @ @ @ @ @ @ protests since the beginning of March, violent protests whose beginnings can be traced back to 2004, most of which were staged in predominantly black areas.', 'At the end of 2011 the head of the Special Investigations Unit ( SIU ), Willie Hofmeyer, reported that between R25 -- R30-billion had been embezzled or misappropriated in one way or the other in the last financial year, through some form of incompetence or corruption.', ""What is more infuriating about state corruption in all its forms, though, is that it is taxpayer 's funds entrusted to public representatives, who are supposed to ethically look after the interests of the citizenry, particularly the most vulnerable in our society."", 'Let me hasten to say, however, that all should not be painted with the same brush of disdain.', 'A few years ago, to even think that way would have been considered sacrilegious, but this narrative is becoming bolder with each passing government indiscretion.', 'It is not the criticism of the current government that is of interest to me but rather that it seems to draw a comparison with a system that was declared a crime against humanity.', 'The fact that those who suffered under the diabolical system of apartheid are even vocalising their @ @ @ @ @ @ @ @ @ @, that no one, other than those who harbour racist reactionary sentiments, is advocating for a return to apartheid.', 'It is the acknowledgement, I contend, of the efficiency in the delivery of services and the implementation of policy during apartheid that is longed for.', 'Yes, hospitals functioned well, the borders were not as porous, the cities were not overrun with blacks and foreigners, unions knew their place, education was bad but not this bad and the garbage was fetched on time.', 'That is why it was sustained for as long as it was.', 'So terrible, so traumatic was the black experience under apartheid that black people would rather be subjected to the corruption, ineptitude and abuse of the current government than even contemplate a return to the apartheid system.', 'He was bored.', 'He was bored.', 'Our policy dictates first names and surnames must be used to comment on articles.', 'We also reserve the right to delete comments deemed lewd, racist or just generally not contributing to intelligent debate that have been flagged by other readers.']",[],16,0,"['By the end of last @ @ @ @ @ @ @ @ @ @ protests since the beginning of March, violent protests whose beginnings can be traced back to 2004, most of which were staged in predominantly black areas.', 'We also reserve the right to delete comments deemed lewd, racist or just generally not contributing to intelligent debate that have been flagged by other readers.']",[],2,0
W851244,254,12,Written,12,"["" Ghana and Nigeria among world 's fastest growing economies in 2012/2013  The west African nations of Ghana and Nigeria are expected to be among the world 's fastest growing economies in 2012, according to an emailed research note by Charles Robertson, global chief economist at Renaissance Capital.""]",[],1,0,"["" Ghana and Nigeria among world 's fastest growing economies in 2012/2013  The west African nations of Ghana and Nigeria are expected to be among the world 's fastest growing economies in 2012, according to an emailed research note by Charles Robertson, global chief economist at Renaissance Capital.""]",[],1,0
W861240,450,18,Written,18,"['laughed White ), they discussed model chaperoning; the regulation of unscrupulous agents; how models are scouted; how agencies support models; how the casting and booking process works; and whether agencies should bear any responsibility for the shape of catwalk models, and the effect of the media \'s promotion of thin as ideal on women generally.""', 'Modelling agencies clearly take the view that they are catering for the market as it is, without passing judgement on whether our visual culture is healthy or to be welcomed,"" Swinson said.""', 'Paris and NY want girls to be really too skinny and the designers should make their sample sizes more realistic, but I feel it will never change that much because the designers are selling a dream which is taken down and changed by the high street.', 'Child models should receive the same protection as child actors and be chaperoned to shoots and catwalk shows until they are 16 and arguably beyond,"" Swinson argued.""', 'Obviously young models are chaperoned to a degree and often when they travel they have a parent with them,"" White explained.""', ""However if a model is used to London, and feels confident that they can get around, very often after a while they do n't want or need a chaperone.""]",[],6,0,"['Paris and NY want girls to be really too skinny and the designers should make their sample sizes more realistic, but I feel it will never change that much because the designers are selling a dream which is taken down and changed by the high street.']",[],1,0
W861241,707,29,Written,29,"['Could not subscribe, try again later  Getty  A police officer is to be charged with racially abusing a suspect during the London riots last summer.', 'PC Alex MacFarlane of the Metropolitan Police was allegedly recorded by the suspect on his mobile phone as he was taken into custody.', 'The case was investigated by the Independent Police Complaints Commission who passed the file to the Crown Prosecution Service.', ""It was initially decided not to prosecute Mr MacFarlane, but the case was reviewed after the man 's lawyers complained."", 'In March, the complainant \'s lawyers challenged that decision and, in accordance with standard CPS practice, Grace Ononiwu, Deputy Chief Crown Prosecutor for CPS London, directed that the case be reviewed by a more senior lawyer who was not previously involved.""', 'When a review shows a previous decision not to prosecute is wrong, it is open to the CPS to rectify that error by bringing new proceedings.""', 'PC MacFarlane was stripped of his duties in relation to the mobile phone footage.', 'An additional charge of assault relating to an allegation of"" strangulation"" will not be pursued, the CPS said.', 'Ms Saunders added:"" However, having now had opportunity to consider all available evidence, including the statements of others in the van alongside the recording, the lawyer reviewing the case concluded that the inconsistencies in the various accounts of what happened were such that no additional charge could properly be added.""']",[],9,0,"['PC Alex MacFarlane of the Metropolitan Police was allegedly recorded by the suspect on his mobile phone as he was taken into custody.', 'The case was investigated by the Independent Police Complaints Commission who passed the file to the Crown Prosecution Service.', 'In March, the complainant \'s lawyers challenged that decision and, in accordance with standard CPS practice, Grace Ononiwu, Deputy Chief Crown Prosecutor for CPS London, directed that the case be reviewed by a more senior lawyer who was not previously involved.""', 'When a review shows a previous decision not to prosecute is wrong, it is open to the CPS to rectify that error by bringing new proceedings.""']",[],4,0
W861242,752,32,Written,32,"['But the interest of fund managers and individual punters alike has been piqued by what happens to the raw water after it leaves the intake tank.', 'Image caption PPWSA says it \'ll use the money to provide clean water to the rest of the people in Phnom Penh  And the company responsible @ @ @ @ @ @ @ @ @ @ the first stock to be traded on the Cambodia Securities Exchange.""', ""The Cambodia Securities Exchange ( CSX ) is based in Canadia Tower, diagonally opposite the water company 's headquarters."", 'The 25th floor Trading Room is the size of @ @ @ @ @ @ @ @ @ @ deal-makers - but the day before the launch, it was deserted as usual.']",[],4,0,['But the interest of fund managers and individual punters alike has been piqued by what happens to the raw water after it leaves the intake tank.'],[],1,0
W861243,846,29,Written,30,"['SoftLayer, which is based in Dallas, was founded in 2005 and merged with hosting rival The Planet before being bought up by GI Partners, in 2010.', 'About half of those customers are located outside of the United States, and thus the company said last October that it was investing $75m over the next two @ @ @ @ @ @ @ @ @ @ network points of presence ( PoPs ) in London, Frankfurt, and Amsterdam to reach that demand.', 'SoftLayer had $85m in revenues in the quarter, and these metrics put it at a portion of the size of cross-state and OpenStack-obsessed rival Rackspace Hosting, which is based in San Antonio and which had $264.6m in revenues, 78,717 servers, and 161,422 customers in the third quarter of 2011.', ""SoftLayer 's homegrown Infrastructure Management System tool can provision bare metal and virtual servers, and can be accessed either through the customer portal or through an API stack programmatically."", ""The HPC nodes are based on 3U SuperMicro bare-bones machines that are equipped with the two of the @ @ @ @ @ @ @ @ @ @ moment, SoftLayer is supporting Intel 's Xeon 2520, 2650, and 2690 processors in the HPC nodes, and you can add one or two of Nvidia 's Tesla M2090 GPU coprocessors to the box."", 'A base operating system license, which includes a Standard Edition of Windows Server 2008, or CentOS, Red Hat Enterprise, or Debian Linux, is included in the price.']",[],6,0,"['SoftLayer, which is based in Dallas, was founded in 2005 and merged with hosting rival The Planet before being bought up by GI Partners, in 2010.']",[],1,0
W861244,1067,69,Written,69,"['The site is based around interest boards that you contribute to, create and share, and Pinterest provides a selection of popular topic boards to get you started.', ""More ' male ' interests such as technology, cars and science are listed at the bottom of the initial home page, out of sight until you scroll down."", ""As with all things social on the web, from Digg to YouTube to Twitter, Pinterest is user-driven and is shaped by members ' likes."", 'Videos as well as photos can be shared on Pinterest.', 'Channels for each are listed at the top of the page.', 'Items for sale are listed under Gifts by rough price range.']",['How to get started with Pinterest  1.'],6,1,"[""As with all things social on the web, from Digg to YouTube to Twitter, Pinterest is user-driven and is shaped by members ' likes."", 'Items for sale are listed under Gifts by rough price range.']",[],2,0
W871240,2203,106,Written,106,"['At the time Lamb and I were talking last week, the twoBuzzFeed posts getting the most traffic were written by an intern, Dave Stopera ( since hired full-time as an associate editor ), who still has a year left to complete at New York University.""', '&gt;&gt;Geraldo Rivera caused a stir when he claimed Martin \'s hoodie was as responsible...  &gt;&gt;ESPN has made an exception to its Twitter policy for the Martin case, permitting employees to wear hoodies in their online avatars...  &gt;&gt;Players on the Miami Heat @ @ @ @ @ @ @ @ @ @ and one of the most popular teams in the league, took pictures of themselves last week wearing hoodies...  &gt;&gt;Democrats on the U.S. House of Representatives Judiciary Committee are scheduled to hold an unofficial hearing Tuesday...  &gt;&gt;The case has rippled across the nation and prompted rallies protesting the failure of the police to arrest the shooter...  &gt;&gt;Declaring that"" If I had a son, he \'d look like Trayvon,"" President Obama on Friday joined the heated national debate...', ""They are disengaged from many abstract pursuits, as they were disengaged from the testing machine that Ca became in the early 1990 's in the vanguard of the standards movement which anointed the standardized test score as the gold of the realm."", ""They are disengaged from many abstract pursuits, as they were disengaged from the testing machine that Ca became in the early 1990 's in the vanguard of the standards movement as the standardized test became the gold of the realm."", 'But if you want a reporter to cover youth culture as a full-time beat, like some of these publications do, it makes sense to have someone there who is immersed in it.', 'But if you want a reporter to cover youth culture as a full-time beat, like some of these publications do, it makes sense to have someone there who is immersed in it.', 'Anonymous  How disappointing that Poynter would allow an absurd and ageist statement such as"" Do n\'t send a 50-year-old to do a 25-year-old \'s job"" to be published on its site.']",[],7,0,"['At the time Lamb and I were talking last week, the twoBuzzFeed posts getting the most traffic were written by an intern, Dave Stopera ( since hired full-time as an associate editor ), who still has a year left to complete at New York University.""']",[],1,0
W871242,1008,38,Written,39,[],[],0,0,[],[],0,0
W871243,1184,60,Written,60,"['Burke filed the lawsuit four days after Secretary of Defense Leon Panetta announced what were touted as major reforms in the way the military handles sexual assault and rape.', 'But instead of receiving support, she was punished for coming forward.', 'Kendzior, a Texas high school soccer star, was recruited by top colleges and universities and chose to attend the Naval Academy.', 'Kendzior was forced to leave the Academy without graduating.', 'However, according to DoD surveys, less than 10 percent of the actual cases are reported.', 'Common reasons for not reporting include: prevalence of victim blaming, fear of retaliation and career destruction, and the belief that the perpetrator will never be prosecuted.', 'Furthermore, the centralized database, which Panetta characterized as a reform, was ordered by Congress to be operational by January 2010.', 'The command structure is conflicted and in practice already has full authority and responsibility to deal with these cases.', 'However, we would only know the Pentagon is serious and effective when the careers of those senior commanders who fail to provide positive leadership and take effective action are ended.', ""The Navy and Pentagon 's response to the resulting widespread negative publicity was to institute what were purported to be groundbreaking reforms."", 'Commenting on the latest DoD reforms, Lt. Coughlin recently stated:"" The whole thing is poised to be completely ineffective.', 'Fourteen years after the Tailhook incident, as alleged in the lawsuit filed in March 2012, former USMC Lt. Elle Helmer and Lt. Arianna Klay were raped and sexually assaulted by fellow Marines.']",[],12,0,"['Kendzior, a Texas high school soccer star, was recruited by top colleges and universities and chose to attend the Naval Academy.', 'Furthermore, the centralized database, which Panetta characterized as a reform, was ordered by Congress to be operational by January 2010.', 'Fourteen years after the Tailhook incident, as alleged in the lawsuit filed in March 2012, former USMC Lt. Elle Helmer and Lt. Arianna Klay were raped and sexually assaulted by fellow Marines.']",[],3,0
W871244,1040,58,Written,58,"['Our servers are located in a country that has no Child Pornography laws.', 'In initial court documents, all descriptions of the tool were redacted -- but the Smoking Gun got its hands on the unredacted original and published several key pages.']",[],2,0,[],[],0,0
W881240,484,21,Written,21,"[""Story highlights  A judge has postponed a court hearing for Yulia Tymoshenko until May 21  Judge Konstantin Sadovsky ruled the former prime minister can not be tried in absentia  Tymoshenko did not attend the hearing because of back pain, state media reported  Tymoshenko is serving seven years in prison for abuse of authority  A judge on Saturday postponed the tax evasion court hearing of former Ukrainian Prime Minister Yulia Tymoshenko, who is serving a seven-year prison sentence following last year 's conviction of abuse of authority."", 'Judge Konstantin Sadovsky postponed the hearing until May 21, ruling that Tymoshenko could not be tried in absentia, the Ukrainian State News Agency reported.', ""The judge 's ruling follows reports that Tymoshenko was roughed up in prison."", 'Tymoshenko was dragged"" into the street,"" she said.""']",[],4,0,[],[],0,0
W881241,1347,81,Written,81,"['Although it remains unknown exactly how many refugees are residing in Central Missouri, Refugee and Immigration Services of the Catholic Diocese of Jefferson City is believed to be responsible for the majority of local immigration, Wheeler said.', '@ @ @ @ @ @ @ @ @ @ month of paid utilities also are provided.', ""It 's not until grant funding is depleted that the newcomers are in some ways on their own in a great big new world."", 'Started in September 2010, City of Refuge was organized in response to the generosity of others and success of a small cleaning service Wheeler created called Safi-Sana LLC.', 'Some Iraqi refugees have been relocated to Columbia because they assisted the American government and its troops during Operation Iraqi Freedom.', ""Profit derived from the business is used for employees ' basic needs, Wheeler said."", ""SECOND THOUGHTS  This page has been revised to reflect the following correction:  Yesterday 's Saturday Business story about City of Refuge included the incorrect name of the owner of Freedom Landscapes.""]",[],7,0,[],[],0,0
W881242,462,20,Written,20,[],[],0,0,[],[],0,0
W881244,914,40,Written,40,"[' Surge of immigrant children caught is mystery, burden  Associated Press  Updated 11:23 pm, Saturday, April 28, 2012  Photo: OFFICE OF PUBLIC AFFAIRS, ADMINI, NYT  Image 1of/1  Caption  Close  Image 1 of 1  An undated handout photo of a Lackland Air Force Base dormitory being used for children who crossed the border alone.', '( Office of Public Affairs, Administration for Children and Families via The New York Times ) -- EDITORIAL USE ONLY  An undated handout photo of a Lackland Air Force Base dormitory being used for children who crossed the border alone.', 'The influx came to light last week when 100 kids were taken to Lackland AFB for temporary housing.', 'But Border Patrol apprehensions of children and adults were cut in half from 2008 to 2011, and only 5 percent of those caught are unaccompanied children.', 'The woman was charged with transporting an illegal immigrant.', 'As of late Friday, 83 children had already been transferred out of Lackland, most to permanent facilities.', 'Nineteen had been reunited with family.']",[],7,0,[],[],0,0
W891240,601,25,Written,25,"['Hard Times for the Self-Employed: The Citizens Information and MABS Experience was published by the Citizens Information Board today and launched by the Minister for Social Protection, Joan Burton TD.', 'Changing scenario for employment and self-employment: The report points out that insurance cover may need to be extended to cover short-term contingencies like illness.', ""However, they can apply for a means-tested Jobseeker 's Allowance @ @ @ @ @ @ @ @ @ @ people can be complex, so the report suggests that an additional mechanism for establishing means for JA is required."", 'However, any measure to provide short-term benefits to those who are self-employed would have significant financial implications and would have to be considered within a budgetary context.', 'An actuarial review of the Social Insurance Fund is currently underway and is expected to be completed by July 2012.', 'Users are reminded that they are fully responsible for their own created content and their own posts, comments and submissions and fully and effectively warrant and indemnify Journal Media in relation to such content and their ability to make such content, posts, comments and submissions available.']",[],6,0,"['Hard Times for the Self-Employed: The Citizens Information and MABS Experience was published by the Citizens Information Board today and launched by the Minister for Social Protection, Joan Burton TD.', 'An actuarial review of the Social Insurance Fund is currently underway and is expected to be completed by July 2012.']",[],2,0
W891242,293,15,Written,15,"[' Belfast con man sentenced to three years in US prison for check forgery  An Irish immigrant charged with writing $40,000 in bad checks, has been sentenced to three years in prison by a Montana Court.', 'Kevin Barry McAuley ( 46 ), an undocumented Irish immigrant from Belfast, was branded a"" menace to society"" by a judge who sentenced him to 10 years in prison, with seven suspended.', 'Due to the fact that McAuley is a federal detainee, he will go directly to Montana State Prison where he must serve, at minimum, one fourth of his sentence, after which he will likely be deported back to Ireland.', 'He said McAuley was nothing but a con artist and that if he was released he would just con more people.""', ""He 's the scum of the Earth as far as I am concerned."", 'The Belfast man had previously been deported from the U.S. but managed to return to the country, arriving in Florida by boat.']",[],6,0,"[' Belfast con man sentenced to three years in US prison for check forgery  An Irish immigrant charged with writing $40,000 in bad checks, has been sentenced to three years in prison by a Montana Court.', 'Kevin Barry McAuley ( 46 ), an undocumented Irish immigrant from Belfast, was branded a"" menace to society"" by a judge who sentenced him to 10 years in prison, with seven suspended.', 'The Belfast man had previously been deported from the U.S. but managed to return to the country, arriving in Florida by boat.']",[],3,0
W891243,671,26,Written,26,"['As far as your question about the Government \'s position in relation to Cardinal Brady is concerned, let me @ @ @ @ @ @ @ @ @ @ of church and state,"" Gilmore said when asked about it by an opposition member in the parliament.""', ""Meanwhile, it has been revealed that the pedophile priest Fr Brendan Smyth abused 30 or more children in the years after Ireland 's church leader Cardinal Sean Brady failed to report his crimes according to a top police officer."", 'A former RUC detective who worked on the Smyth case has told the Irish Independent that over 30 children were abused after a Church investigation in 1975 was told of his crimes.', 'I have no @ @ @ @ @ @ @ @ @ @ have been saved from the most horrific attacks had Smyth been stopped earlier.', 'But had he called in the police Smyth could have been stopped.']",[],5,0,"['As far as your question about the Government \'s position in relation to Cardinal Brady is concerned, let me @ @ @ @ @ @ @ @ @ @ of church and state,"" Gilmore said when asked about it by an opposition member in the parliament.""']",[],1,0
W891244,369,19,Written,19,"['The 24-year-old was contracted until the end of this season, having signed for the Hoops ahead of the 2011 campaign.', 'When Stephen said it to me the other day I was chuffed, so now to have it all done and dusted is great.', 'I \'m now just looking forward to enjoying the rest of the season at the club knowing that the next couple of years are tied down.""', 'Commenting on the re-signing, Kenny said:"" I am delighted that Ronan has extended his contract here.', ""It 's very exciting and as he gets stronger, @ @ @ @ @ @ @ @ @ @ full potential has yet to be realised, he can go on to be the most influential player in the league with the talent that he has.""]",[],5,0,[],[],0,0
W901240,190,8,Written,8,"['But wait -- you \'re about to be taken on a ride where you \'ll see it grow, morph, undulate and still wo n\'t know quite what this confounding,"" easily the most insane animal footage ever caught on an undersea camera"" is.', 'It \'s hard to tell if it is moving itself or is dead and simply @ @ @ @ @ @ @ @ @ @ jellyfish is"" imperfectly known"" because specimens of it have been damaged.', 'It is unclear where this original footage was actually taken, but according to the timestamp, it appears to have been recorded on April 25.']","[""Things start to get even more visually interesting when an organ of the creature ( or perhaps it 's dinner inside its gut ) comes into view around 1:51.""]",3,1,[],[],0,0
W901242,260,13,Written,13,[],[],0,0,[],[],0,0
W901243,411,19,Written,20,"[""All of the big names from golf are scheduled to play in the tournament except reigning Master 's Champion Bubba Watson who has taken the week off to spend time with his wife and their son who was born just before the Masters @ @ @ @ @ @ @ @ @ @ certainly draws in many of the big names.""]",[],1,0,[],[],0,0
W901244,383,16,Written,16,"[""Thunderbird Films, the independent multiplatform media production, distribution and rights management company, has been selected by Studio 100, the Flemish children 's television production company, to distribute its new, 3D animated adventure series Maya the Bee into Canada and to help the producer with U.S. sales of the 78 x 13-minute episodes produced in high definition."", 'The property, which celebrates its 100th anniversary this year, is based on the German book of the same name and has had a rich history of success with multiple books, a successful TV series and an extensive merchandising program.', 'Maya the Bee is representative of the strongly branded programming that Thunderbird can help bring to the North American marketplace @ @ @ @ @ @ @ @ @ @ be collaborating with Studio 100 on how best to introduce this new incarnation of Maya the Bee, especially with the rich history and brand equity that has been developed over the past 100 years.', 'The new 3D Maya the Bee is produced by Studio 100 Animation SAS in association with TF1 and ZDF.', 'Directed by Daniel Duda, its writing bible was crafted by Delphine Maury and Christophe Erbes and its graphic bible designed by Jan Van Rijsselberge.']",[],5,0,"[""Thunderbird Films, the independent multiplatform media production, distribution and rights management company, has been selected by Studio 100, the Flemish children 's television production company, to distribute its new, 3D animated adventure series Maya the Bee into Canada and to help the producer with U.S. sales of the 78 x 13-minute episodes produced in high definition."", 'The new 3D Maya the Bee is produced by Studio 100 Animation SAS in association with TF1 and ZDF.', 'Directed by Daniel Duda, its writing bible was crafted by Delphine Maury and Christophe Erbes and its graphic bible designed by Jan Van Rijsselberge.']",[],3,0
W911240,353,20,Written,20,"[""Cocoa Solids legally have to be listed as a percentage in the Ingredients - so Cocoa quantity is easy, Sugars listed in the Nutritional Panel are going to be 99% Sugar, so that 's how much icing sugar we add.""]",[],1,0,[],[],0,0
W911241,1109,58,Written,58,"['An altercation broke out and the 25-year was beaten senseless.', ""Thus, much of people 's perception of foreigners is based entirely on things they read online or popular culture they absorb."", 'This is, however, also why foreigners ( in Japan, at least ) are often peppered with possibly irksome questions and comments.', ""Besides the footage of the inebriated man appearing to rape a woman near Beijing 's Xuanwumen Station ( footage that has been analyzed as if it were Blow-Up ), social networking sites photos of that same individual."", 'The photos were the British man earlier that evening, before the incident that was captured on video.', 'Her underwear was exposed.', 'Pictures showing a foreigner helping a Chinese might @ @ @ @ @ @ @ @ @ @  The beatdown the British man was filmed and uploaded online with the title:"" Laowai, We \'re Going To Kick Your arse Out of China"".', ""Chinese legal experts think he 'll serve about two weeks in detention and then be deported."", ""What 's more, making divisions, such as foreign or native, can not be helped."", 'Even if it \'s being used in a neutral context, it separates"" us"" and"" them"".', 'This is underscored in Loose \'s reaction to his generosity.""', 'Tags  Discuss  reminder sort of famous pokemon website admin water pokemon master got uh warned by jap police after he posted images from what he described as 1 of thee WORST MOVIES EVER, only for first unofficial pic of patrat, which was seen by a jap who was a member for 2chan, for which it was a bit uneasy, during which he posted a rant, rest is history  I think part of the reason groups get such broad praise/blame for things like these is just because the news offers very little information about those involved.', 'Ah, that would be Journalism 101 - perpetrators of sexual crimes are not named/described in any way that could lead to their being identified, as it is necessary to protect their victim.']",[],13,0,"['Tags  Discuss  reminder sort of famous pokemon website admin water pokemon master got uh warned by jap police after he posted images from what he described as 1 of thee WORST MOVIES EVER, only for first unofficial pic of patrat, which was seen by a jap who was a member for 2chan, for which it was a bit uneasy, during which he posted a rant, rest is history  I think part of the reason groups get such broad praise/blame for things like these is just because the news offers very little information about those involved.']",[],1,0
